0.79651,0.81443,0.80303,0.7971,0.78534,0.82266,0.8534,0.86979,0.87634,0.86528,0.84699,0.83938,0.81959,0.79487,0.79899,0.8,0.77114,0.76923,0.82051,0.8377,0.82915,0.81865,0.80978,0.80645,0.78378,0.80105,0.81538,0.80447,0.78409,0.75691,0.74211,0.69444,0.64481,0.65816,0.63158,0.62755,0.60428,0.61735,0.61979,0.58947,0.58462,0.58549,0.55376,0.55729,0.56477,0.56383,0.52747,0.52128,0.55676,0.53371,0.54404,0.53299,0.50265,0.47514,0.47027,0.47619,0.4712,0.44751,0.47423,0.45771,0.48515,0.51707,0.57143,0.57,0.57353,0.59,0.55981,0.55446,0.49778,0.51376,0.5,0.47489,0.48148,0.46948,0.43056,0.38889,0.32917,0.30894,0.32314,0.36929,0.4375,0.47154,0.53659,0.54202,0.57312,0.56067,0.58367,0.60246,0.62602,0.6371,0.64876,0.67194,0.68379,0.68235,0.66531,0.67194,0.66798,0.65079,0.63008,0.60656,0.58333,0.58776,0.58167,0.57937,0.6,0.60833,0.63362,0.68775,0.69136,0.7085,0.72,0.72727,0.73622,0.73228,0.72941,0.72332,0.72332,0.71032,0.69291,0.67843,0.68235,0.67059,0.6549,0.6378,0.63347,0.624,0.60714,0.59289,0.6087,0.62249,0.6087,0.60236,0.59055,0.60324,0.59917,0.58468,0.53968,0.5551,0.53414,0.53719,0.52893,0.54008,0.52016,0.55365,0.52301,0.52542,0.50833,0.51271,0.48361,0.46774,0.47131,0.47917,0.46429,0.49787,0.48918,0.45868,0.54091,0.48305,0.53509,0.59615,0.59524,0.56109,0.56481,0.60804,0.57635,0.55721,0.52239,0.48325,0.4507,0.46766,0.45685,0.46231,0.49254,0.54229,0.595,0.62121,0.69543,0.72449,0.75253,0.77833,0.79703,0.82915,0.85427,0.86207,0.85437,0.87192,0.89447,0.91837,0.93299,0.93299,0.92821,0.92347,0.90816,0.91192,0.90155,0.8866,0.86598,0.83756,0.8191,0.81407,0.78325,0.76812,0.75598,0.76923,0.80099,0.83077,0.83163,0.81818,0.80319,0.80102,0.76966,0.76966,0.77665,0.75978,0.78022,0.78689,0.78022,0.77095,0.7754,0.76316
0.69186,0.7268,0.72727,0.73913,0.73298,0.78325,0.82199,0.83854,0.84946,0.84456,0.83607,0.83938,0.83505,0.82051,0.83417,0.84211,0.81095,0.81026,0.86154,0.88482,0.87437,0.86528,0.85326,0.84946,0.82162,0.8377,0.84615,0.83799,0.82386,0.79558,0.78421,0.75,0.72678,0.72959,0.7,0.67347,0.63636,0.63776,0.625,0.58947,0.57949,0.58031,0.54301,0.54688,0.5544,0.55851,0.53297,0.5266,0.4973,0.48315,0.50777,0.50254,0.48677,0.46409,0.46486,0.4709,0.49738,0.48066,0.51546,0.49254,0.5099,0.51707,0.55102,0.535,0.52941,0.54,0.50718,0.4901,0.43556,0.44037,0.4213,0.40183,0.39815,0.38967,0.36574,0.33333,0.29167,0.27642,0.29258,0.3361,0.40833,0.43902,0.5,0.5084,0.5415,0.53556,0.56327,0.58607,0.60976,0.62097,0.63223,0.66403,0.68379,0.69412,0.6898,0.70356,0.6917,0.6746,0.65854,0.63934,0.61667,0.61633,0.60956,0.60714,0.608,0.60833,0.625,0.67984,0.68724,0.7166,0.74,0.75494,0.75591,0.75197,0.74902,0.74308,0.73913,0.72222,0.70866,0.69412,0.68627,0.67451,0.6549,0.6378,0.63347,0.62,0.59921,0.58498,0.58103,0.59438,0.58103,0.57874,0.57087,0.58704,0.59091,0.57661,0.54762,0.56735,0.55422,0.56612,0.56198,0.57384,0.55242,0.59227,0.57322,0.57627,0.55833,0.55932,0.52869,0.50806,0.5082,0.51667,0.49206,0.52766,0.51082,0.47934,0.55455,0.5,0.54825,0.61058,0.60476,0.56561,0.56481,0.60302,0.58128,0.56219,0.53731,0.49761,0.47887,0.49751,0.48731,0.48744,0.50249,0.53731,0.575,0.59091,0.64975,0.67857,0.70202,0.72906,0.75248,0.77889,0.81407,0.82266,0.83495,0.85222,0.88442,0.90816,0.92784,0.93299,0.92821,0.92347,0.92347,0.92746,0.9171,0.90206,0.89175,0.86802,0.84925,0.84422,0.82266,0.80676,0.79904,0.80769,0.83085,0.84615,0.83163,0.81313,0.80851,0.80612,0.76966,0.76404,0.77157,0.7486,0.76923,0.77049,0.78571,0.77095,0.7754,0.76316
0.56395,0.6134,0.62626,0.64734,0.65445,0.72414,0.77487,0.79688,0.81183,0.81347,0.80874,0.82902,0.83505,0.82564,0.84422,0.85789,0.83582,0.84103,0.90256,0.93194,0.9196,0.91192,0.90217,0.89247,0.86486,0.87435,0.88205,0.87709,0.86932,0.85083,0.84737,0.82222,0.81421,0.80612,0.77368,0.7398,0.69519,0.67857,0.66146,0.62105,0.59487,0.59067,0.54839,0.55208,0.55959,0.56383,0.54396,0.54255,0.5027,0.49438,0.5285,0.53807,0.5291,0.51934,0.51892,0.52381,0.56545,0.55801,0.59278,0.56716,0.56931,0.55122,0.56122,0.53,0.4951,0.5,0.46411,0.44059,0.39111,0.3945,0.37963,0.35616,0.34259,0.34272,0.33333,0.31481,0.28333,0.27236,0.28384,0.32365,0.37083,0.39431,0.44715,0.44538,0.48617,0.48536,0.52245,0.54508,0.56504,0.58065,0.58678,0.62451,0.65217,0.67059,0.67755,0.69565,0.6996,0.68651,0.6748,0.65984,0.6375,0.63265,0.62151,0.61508,0.604,0.6,0.60776,0.65613,0.66667,0.7004,0.74,0.75889,0.76378,0.76378,0.76078,0.75494,0.74704,0.73016,0.71654,0.70588,0.68627,0.67451,0.65882,0.6378,0.62948,0.616,0.59127,0.57312,0.56522,0.5743,0.56126,0.56299,0.55906,0.583,0.59091,0.58468,0.57143,0.59184,0.59036,0.60744,0.61157,0.62447,0.60484,0.64378,0.61506,0.61864,0.59583,0.59746,0.56148,0.53629,0.54098,0.54583,0.53175,0.56596,0.54545,0.50826,0.58182,0.52119,0.57456,0.63942,0.65238,0.61086,0.61111,0.65327,0.62562,0.61692,0.59204,0.55502,0.50704,0.52736,0.51269,0.50754,0.51244,0.53234,0.555,0.56566,0.60406,0.62755,0.64646,0.67488,0.69307,0.72362,0.76382,0.7734,0.80097,0.82759,0.86432,0.89796,0.91753,0.92784,0.91795,0.91327,0.92347,0.92746,0.92228,0.91237,0.90722,0.88832,0.8794,0.87437,0.85222,0.84541,0.83732,0.84615,0.87065,0.87692,0.85204,0.82323,0.78723,0.79082,0.75843,0.75281,0.76142,0.74302,0.75824,0.75956,0.78571,0.77654,0.7754,0.76316
0.48837,0.54124,0.54545,0.56522,0.56545,0.65025,0.71204,0.75,0.76882,0.7772,0.77596,0.79793,0.80928,0.8,0.8191,0.83158,0.82587,0.8359,0.90256,0.94241,0.9397,0.93782,0.92935,0.91935,0.88649,0.89529,0.90769,0.90503,0.90341,0.90055,0.90526,0.88889,0.86885,0.86224,0.83158,0.80102,0.76471,0.75,0.73438,0.68947,0.64615,0.63731,0.5914,0.58333,0.59067,0.59574,0.58242,0.58511,0.57838,0.57303,0.60622,0.61421,0.60847,0.59116,0.58919,0.59259,0.61257,0.61326,0.64433,0.61692,0.61386,0.58537,0.58673,0.55,0.5049,0.51,0.47368,0.4505,0.40444,0.41743,0.40741,0.39269,0.37037,0.37559,0.37037,0.35648,0.325,0.30894,0.31004,0.34025,0.3625,0.37398,0.41463,0.40756,0.44664,0.4477,0.48571,0.5082,0.53252,0.54839,0.56198,0.60079,0.62846,0.64314,0.6449,0.66008,0.67589,0.66667,0.65854,0.64344,0.62083,0.61633,0.59761,0.5873,0.572,0.56667,0.57328,0.62451,0.63374,0.67206,0.712,0.73913,0.75591,0.75984,0.76078,0.75494,0.74704,0.73016,0.72047,0.7098,0.69804,0.68627,0.67059,0.64961,0.64143,0.628,0.60317,0.58103,0.58103,0.59036,0.57312,0.5748,0.57087,0.59514,0.60744,0.60081,0.59127,0.62041,0.61847,0.6405,0.64463,0.66245,0.6371,0.67811,0.64017,0.63983,0.62083,0.62288,0.59016,0.56855,0.57377,0.57917,0.56746,0.6,0.58009,0.53719,0.61364,0.54661,0.59649,0.66346,0.69524,0.65611,0.65741,0.70854,0.6798,0.66169,0.62687,0.58373,0.51643,0.53234,0.51269,0.50251,0.50746,0.52736,0.56,0.57576,0.59898,0.61735,0.63131,0.65517,0.67327,0.70352,0.73869,0.75369,0.7767,0.80296,0.84422,0.88265,0.91237,0.91753,0.91282,0.90306,0.90816,0.91192,0.90674,0.90722,0.90722,0.8934,0.88945,0.89447,0.87192,0.8599,0.85167,0.86538,0.88557,0.90256,0.88265,0.85859,0.79787,0.80102,0.77528,0.77528,0.7868,0.76536,0.78022,0.78689,0.7967,0.78771,0.79144,0.77895
0.47674,0.51546,0.5,0.50725,0.49738,0.58621,0.64921,0.6875,0.72581,0.73575,0.7377,0.76684,0.78351,0.77949,0.79397,0.80526,0.80597,0.82051,0.89231,0.93717,0.9397,0.94301,0.94022,0.93548,0.8973,0.90576,0.91795,0.92179,0.93182,0.9337,0.94737,0.93889,0.91257,0.90816,0.88947,0.86735,0.83957,0.82143,0.8125,0.77368,0.72308,0.71503,0.66667,0.65625,0.65803,0.67021,0.65934,0.65426,0.66486,0.6573,0.67358,0.67005,0.65608,0.63536,0.62162,0.61905,0.63874,0.63536,0.66495,0.63184,0.62871,0.60488,0.61224,0.575,0.55882,0.56,0.51675,0.49505,0.44444,0.45872,0.4537,0.43836,0.43056,0.43192,0.4213,0.40741,0.36667,0.3374,0.32751,0.34855,0.375,0.37805,0.4065,0.38655,0.42292,0.41841,0.45714,0.47951,0.5122,0.53629,0.55785,0.60474,0.63241,0.64314,0.63265,0.64427,0.64822,0.63889,0.63008,0.61066,0.58333,0.57551,0.55378,0.53968,0.516,0.5125,0.52586,0.59289,0.60905,0.65182,0.696,0.72332,0.74409,0.75591,0.76471,0.75889,0.75099,0.7381,0.73622,0.73333,0.72157,0.71373,0.69804,0.68504,0.68127,0.664,0.64286,0.62055,0.62055,0.63052,0.6087,0.6063,0.59843,0.61943,0.63223,0.62097,0.60714,0.63265,0.63052,0.64876,0.65289,0.66667,0.64113,0.67811,0.66109,0.66525,0.65,0.65678,0.62705,0.60887,0.61885,0.62917,0.59524,0.62979,0.60606,0.56198,0.63636,0.5678,0.61404,0.67788,0.68571,0.65158,0.66204,0.71859,0.6798,0.65174,0.60697,0.55502,0.50704,0.52239,0.50254,0.49246,0.50746,0.54726,0.59,0.61111,0.63452,0.64796,0.66162,0.67488,0.68812,0.71357,0.74874,0.75862,0.7767,0.80296,0.84422,0.87755,0.90722,0.91237,0.90256,0.89796,0.89796,0.90155,0.90155,0.89691,0.90206,0.89848,0.89447,0.90452,0.89163,0.86957,0.85646,0.85577,0.8806,0.89744,0.88776,0.87374,0.83511,0.84184,0.81461,0.81461,0.81218,0.78771,0.7967,0.79781,0.78022,0.77095,0.7754,0.76316
0.48837,0.52577,0.5,0.50242,0.47644,0.55665,0.61257,0.64583,0.68817,0.70466,0.71038,0.7513,0.76804,0.7641,0.78392,0.79474,0.78607,0.79487,0.86667,0.90576,0.91457,0.92228,0.92391,0.91935,0.87568,0.89005,0.90769,0.92179,0.9375,0.95028,0.96316,0.95556,0.95082,0.94898,0.93684,0.91837,0.89305,0.88265,0.86979,0.83158,0.8,0.79793,0.75269,0.74479,0.74611,0.76064,0.75824,0.75,0.75676,0.74719,0.74611,0.73096,0.70899,0.67956,0.66486,0.65608,0.6911,0.69061,0.71134,0.68159,0.67327,0.65366,0.65816,0.62,0.59804,0.595,0.54545,0.51485,0.45778,0.47248,0.46759,0.45662,0.46759,0.46479,0.44907,0.43519,0.38333,0.34959,0.32751,0.34025,0.36667,0.36179,0.37805,0.35294,0.3913,0.38075,0.41224,0.43033,0.48374,0.5121,0.53719,0.59289,0.62055,0.62745,0.61633,0.62055,0.6166,0.60317,0.58943,0.56557,0.53333,0.51837,0.49402,0.48016,0.444,0.44167,0.4569,0.53755,0.56379,0.61943,0.676,0.70751,0.72441,0.73622,0.75294,0.75494,0.75494,0.74603,0.75197,0.75294,0.7451,0.74118,0.73333,0.72835,0.72908,0.716,0.69444,0.67589,0.66403,0.6747,0.65217,0.64961,0.6378,0.65587,0.66116,0.64919,0.62302,0.6449,0.63855,0.65289,0.65702,0.67089,0.64113,0.6824,0.66946,0.67373,0.6625,0.67373,0.64754,0.63306,0.64754,0.65833,0.62302,0.65957,0.64069,0.58678,0.65909,0.57627,0.61404,0.67308,0.66667,0.63348,0.64352,0.69347,0.6601,0.63184,0.58706,0.53589,0.50235,0.52239,0.50761,0.51256,0.53731,0.58209,0.63,0.65657,0.6802,0.69388,0.70202,0.71429,0.71782,0.73367,0.75879,0.76355,0.7767,0.79803,0.83417,0.86224,0.8866,0.8866,0.88205,0.87245,0.87245,0.87565,0.87047,0.87113,0.87629,0.8731,0.87437,0.88442,0.88177,0.8599,0.83732,0.83173,0.85075,0.86667,0.85714,0.83838,0.82447,0.82653,0.79213,0.7809,0.77665,0.73743,0.73626,0.73224,0.7033,0.69274,0.69519,0.68421
0.51163,0.5567,0.5404,0.54589,0.51832,0.58621,0.62304,0.64583,0.6828,0.6943,0.69945,0.73575,0.74742,0.74359,0.75879,0.76316,0.74129,0.74359,0.81026,0.84293,0.84422,0.84974,0.84783,0.84946,0.82703,0.84817,0.87179,0.88827,0.91477,0.92818,0.94211,0.93889,0.94536,0.94388,0.94211,0.92857,0.91979,0.91327,0.90625,0.86842,0.85641,0.85492,0.82258,0.81771,0.82902,0.85638,0.85165,0.84574,0.83784,0.82584,0.81865,0.79188,0.77249,0.74586,0.72973,0.72487,0.75393,0.76243,0.78351,0.74627,0.73762,0.70244,0.69898,0.65,0.60784,0.605,0.55024,0.5198,0.46667,0.48165,0.48148,0.47489,0.49537,0.48826,0.46759,0.4537,0.40417,0.36585,0.34498,0.3527,0.36667,0.35772,0.36992,0.34034,0.37945,0.3682,0.4,0.41393,0.46341,0.4879,0.50413,0.55336,0.57708,0.58431,0.56735,0.57708,0.57312,0.55556,0.53252,0.5,0.45833,0.44082,0.41833,0.40476,0.376,0.3625,0.37069,0.45059,0.47737,0.54251,0.608,0.64822,0.67323,0.69291,0.71765,0.72332,0.72727,0.72619,0.74016,0.74902,0.75294,0.74902,0.74902,0.74803,0.75697,0.752,0.73413,0.71542,0.70356,0.71888,0.6996,0.69291,0.6811,0.69636,0.69835,0.68145,0.65476,0.67755,0.66265,0.67769,0.67769,0.6962,0.66935,0.71674,0.68619,0.69492,0.67917,0.69492,0.66803,0.65726,0.67213,0.68333,0.65476,0.69787,0.671,0.6157,0.67727,0.58051,0.60526,0.65865,0.64762,0.61086,0.61111,0.65829,0.63054,0.61194,0.58209,0.53589,0.51174,0.53731,0.54315,0.55779,0.58706,0.62189,0.665,0.68182,0.70558,0.72449,0.73232,0.73399,0.73267,0.73869,0.75377,0.75369,0.75728,0.7734,0.79899,0.82143,0.83505,0.83505,0.82564,0.82143,0.81122,0.81347,0.80311,0.79897,0.80412,0.80203,0.80402,0.81407,0.80788,0.79227,0.7799,0.78365,0.80099,0.81538,0.80102,0.78283,0.75532,0.7602,0.72472,0.71348,0.71574,0.67039,0.67033,0.66667,0.64835,0.63687,0.64171,0.63684
0.53488,0.58247,0.58586,0.5942,0.57592,0.62562,0.64921,0.66667,0.68817,0.70466,0.69945,0.72539,0.7268,0.71282,0.71859,0.71579,0.69652,0.69744,0.75385,0.7801,0.77889,0.78238,0.77174,0.77419,0.77838,0.80628,0.8359,0.85475,0.88068,0.89503,0.91579,0.90556,0.9071,0.91327,0.91579,0.91837,0.91979,0.91837,0.92188,0.88947,0.87692,0.88083,0.86022,0.85938,0.88083,0.90957,0.91209,0.90957,0.87568,0.85955,0.84456,0.82234,0.80423,0.78453,0.77297,0.7672,0.7801,0.79558,0.81443,0.77612,0.76238,0.7122,0.69898,0.64,0.60294,0.6,0.55024,0.52475,0.47556,0.5,0.50926,0.50228,0.51852,0.51174,0.49074,0.47685,0.42917,0.39431,0.37555,0.38174,0.39583,0.38618,0.39837,0.36975,0.41107,0.40167,0.42857,0.44262,0.47561,0.49194,0.49587,0.5336,0.54545,0.54902,0.53469,0.54545,0.52964,0.50794,0.47967,0.44262,0.4,0.37959,0.35857,0.34524,0.332,0.30833,0.30172,0.37549,0.39095,0.46154,0.532,0.57708,0.62205,0.64567,0.67451,0.68379,0.6917,0.69841,0.7126,0.72549,0.7451,0.7451,0.7451,0.74803,0.76096,0.76,0.74603,0.72727,0.73123,0.74699,0.73123,0.72835,0.71654,0.72874,0.7314,0.70968,0.68651,0.70612,0.69076,0.70661,0.70661,0.72574,0.70565,0.75536,0.72385,0.73305,0.71667,0.73305,0.70492,0.68952,0.70082,0.71667,0.67857,0.7234,0.69697,0.63223,0.69091,0.58475,0.60088,0.64423,0.62381,0.57919,0.57407,0.61307,0.59113,0.58209,0.56716,0.53589,0.52113,0.56219,0.57868,0.60302,0.62687,0.65672,0.68,0.69192,0.71574,0.72959,0.73737,0.73892,0.73267,0.73367,0.74372,0.73892,0.73301,0.74384,0.76382,0.77551,0.78351,0.78351,0.77436,0.77041,0.7398,0.74093,0.73057,0.7268,0.7268,0.72589,0.73367,0.74372,0.72414,0.71981,0.7177,0.73558,0.76119,0.77436,0.7602,0.73737,0.70745,0.71939,0.68539,0.68539,0.70051,0.6648,0.67033,0.66667,0.67033,0.65922,0.6631,0.65789
0.63372,0.65979,0.64141,0.63768,0.6178,0.66502,0.6911,0.69792,0.68817,0.68394,0.65574,0.66839,0.65979,0.63077,0.62312,0.60526,0.58706,0.58462,0.65128,0.6911,0.71859,0.74093,0.73913,0.74194,0.75135,0.7801,0.81538,0.81564,0.82955,0.83978,0.87368,0.87778,0.86339,0.88776,0.9,0.90306,0.90374,0.91327,0.93229,0.92105,0.91795,0.93782,0.92473,0.92188,0.92746,0.94681,0.95604,0.95745,0.93514,0.91573,0.88083,0.85787,0.85185,0.83978,0.82162,0.80952,0.82723,0.8453,0.86598,0.8209,0.79703,0.74146,0.73469,0.68,0.62745,0.63,0.58852,0.57426,0.52,0.54587,0.55093,0.54338,0.55093,0.5493,0.53704,0.51852,0.45833,0.42276,0.42358,0.43983,0.44583,0.43089,0.43496,0.40336,0.43874,0.43096,0.46122,0.47541,0.50813,0.52419,0.53306,0.56522,0.57312,0.56863,0.53878,0.54545,0.5415,0.5119,0.47154,0.42213,0.375,0.36327,0.3506,0.34127,0.304,0.275,0.25862,0.33202,0.33333,0.39271,0.452,0.49012,0.54331,0.57087,0.60784,0.62451,0.63636,0.64286,0.66142,0.67451,0.69804,0.71373,0.72941,0.73622,0.73705,0.736,0.73413,0.73518,0.73123,0.75502,0.74308,0.74409,0.73622,0.75709,0.76446,0.75,0.73016,0.75102,0.73494,0.74793,0.74793,0.76371,0.72984,0.76824,0.75732,0.76271,0.74583,0.75847,0.72541,0.71371,0.72951,0.74583,0.69841,0.73617,0.70563,0.64463,0.70455,0.60169,0.61842,0.65865,0.65714,0.61086,0.60648,0.65327,0.63547,0.64677,0.64179,0.61722,0.60563,0.64179,0.64467,0.64322,0.65672,0.67164,0.69,0.69697,0.73096,0.73469,0.72727,0.72414,0.72277,0.71859,0.71357,0.69458,0.69417,0.69951,0.70854,0.72449,0.73711,0.7268,0.70256,0.68367,0.65816,0.66321,0.66321,0.65464,0.64948,0.63959,0.64322,0.65327,0.66995,0.66667,0.66986,0.6875,0.72139,0.75897,0.77041,0.76768,0.72872,0.7398,0.71348,0.7191,0.72589,0.69832,0.7033,0.70492,0.7033,0.69274,0.70053,0.7
0.6686,0.68557,0.66667,0.657,0.62827,0.66995,0.68586,0.69792,0.67204,0.66321,0.63388,0.64767,0.63918,0.61026,0.60804,0.59474,0.56219,0.55385,0.61538,0.65445,0.68342,0.69948,0.70109,0.7043,0.67568,0.70681,0.73846,0.73743,0.74432,0.76243,0.79474,0.79444,0.8306,0.86224,0.88421,0.89796,0.90909,0.92857,0.95833,0.94737,0.93846,0.95337,0.94624,0.94271,0.94819,0.96277,0.96703,0.96809,0.95676,0.9382,0.90674,0.88325,0.87831,0.8674,0.84865,0.83598,0.84817,0.86188,0.87629,0.83582,0.81683,0.78049,0.78571,0.745,0.71078,0.71,0.6555,0.63366,0.56889,0.59174,0.59259,0.57991,0.59259,0.59155,0.57407,0.56019,0.5,0.46341,0.46725,0.48133,0.4875,0.47154,0.47967,0.45378,0.48617,0.47699,0.50204,0.51639,0.55285,0.56452,0.57025,0.59684,0.60079,0.59216,0.56735,0.56917,0.54941,0.51984,0.48374,0.43852,0.3875,0.37143,0.35458,0.34524,0.324,0.29167,0.26293,0.32016,0.30453,0.34413,0.388,0.41897,0.45669,0.48425,0.52549,0.54941,0.57708,0.59921,0.62992,0.64706,0.66275,0.67843,0.69412,0.70079,0.70518,0.704,0.70635,0.70356,0.71146,0.73896,0.73123,0.73622,0.73228,0.75709,0.76859,0.75806,0.73016,0.7551,0.74297,0.76033,0.76446,0.78481,0.75403,0.79828,0.76569,0.77542,0.75833,0.77542,0.7459,0.73387,0.75,0.7625,0.73016,0.77021,0.74459,0.68182,0.75,0.64831,0.66667,0.71635,0.69524,0.64706,0.63889,0.68342,0.66995,0.67164,0.66667,0.64115,0.62911,0.66169,0.66497,0.66834,0.67164,0.68159,0.695,0.69697,0.71574,0.71939,0.71212,0.71429,0.70792,0.70854,0.70352,0.68966,0.67476,0.66995,0.67337,0.67857,0.68041,0.6701,0.64615,0.62245,0.58673,0.59067,0.59067,0.59794,0.60309,0.60914,0.62312,0.64322,0.65517,0.657,0.66507,0.6875,0.72637,0.75897,0.77041,0.76768,0.74468,0.7602,0.74157,0.75281,0.77157,0.75419,0.76374,0.76503,0.76923,0.76536,0.77005,0.76316
